YEAR,MONTH,PLACE,NO2,O3,CO,SO2,PM10,PM25
1997,12,강서구,0.058,0.015,1.2,0.01,64,
1997,12,관악구,0.03,0.011,0.8,0.006,0,
1997,12,광진구,0.037,0.014,0.9,0.008,0,
1997,12,구로구,0.033,0.007,0.9,0.014,63,
1997,12,구로구2,0.031,0.011,1.1,0.011,0,
1997,12,길동,0,0,0,0,0,
1997,12,도봉구,0.042,0.014,1.2,0.02,85,
1997,12,동대문,0.052,0.007,2.8,0.017,84,
1997,12,동대문구,0.039,0.006,2.1,0.015,102,
1997,12,마포구,0.019,0.005,1.7,0.009,92,
1997,12,서대문구,0.047,0.01,1.3,0.012,0,
1997,12,서울역,0.081,0.006,2.7,0.011,90,
1997,12,서초구,0.048,0.007,1.2,0.008,57,
1997,12,성동구,0.024,0.007,1.3,0.013,0,
1997,12,성북구,0.042,0.011,1.6,0.018,0,
1997,12,송파구,0.037,0.009,1.4,0.004,57,
1997,12,송파구2,0.039,0.007,1.4,0.008,0,
1997,12,신사동,0.056,0.004,1.6,0.009,0,
1997,12,신촌,0.075,0.006,2.1,0.013,0,
1997,12,영등포,0.072,0,2.4,0,0,
1997,12,영등포구,0.013,0.011,1.4,0.012,0,
1997,12,용산구,0.048,0.01,1.3,0.01,0,
1997,12,은평구,0.016,0.013,1.9,0.017,42,
1997,12,종로구,0,0,0,0,0,
1997,12,중구,0.015,0.006,1.8,0.015,59,
1997,12,중랑구,0.017,0.01,2.5,0.009,66,
1997,12,청계천,0.071,0,1.6,0,0,
1997,12,청량리,0.082,0,1.9,0,0,
1997,11,강남구,0.031,0.01,1.6,0.016,0,
1997,11,강서구,0.071,0.013,1.2,0.008,74,
1997,11,관악구,0.036,0.013,1.6,0.008,0,
1997,11,광진구,0.04,0.025,1,0.007,0,
1997,11,구로구,0.045,0.005,1.1,0.008,73,
1997,11,구로구2,0.035,0.008,0.9,0.01,0,
1997,11,길동,0,0,0,0,0,
1997,11,도봉구,0.047,0.012,1.3,0.022,102,
1997,11,동대문,0.058,0.004,2.9,0.021,94,
1997,11,동대문구,0.042,0.005,1.7,0.015,83,
1997,11,마포구,0.019,0.005,1.5,0.008,105,
1997,11,서대문구,0.054,0.008,1.3,0.013,0,
1997,11,서울역,0.065,0.007,2.6,0.013,72,
1997,11,서초구,0.053,0.005,1.3,0.008,67,
1997,11,성동구,0.031,0.005,1.4,0.013,0,
1997,11,성북구,0.036,0.007,1.7,0.016,0,
1997,11,송파구,0.044,0.007,1.4,0.002,65,
1997,11,송파구2,0.028,0.006,1.1,0.006,0,
1997,11,신사동,0.06,0.003,1.7,0.01,0,
1997,11,신촌,0.077,0.003,2.2,0.013,0,
1997,11,영등포,0.08,0,2.5,0,0,
1997,11,영등포구,0.015,0.01,1.6,0.013,0,
1997,11,용산구,0.052,0.01,1.4,0.009,0,
1997,11,은평구,0.021,0.013,2,0.012,55,
1997,11,중구,0.027,0.005,1,0.015,56,
1997,11,중랑구,0.031,0.009,1.8,0.008,79,
1997,11,청계천,0.075,0,1.8,0,0,
1997,11,청량리,0.084,0,2,0,0,
1997,10,강남구,0.045,0.016,1.1,0.016,0,
1997,10,강서구,0.049,0.017,0.8,0.005,48,
1997,10,관악구,0.024,0.022,0.8,0.006,0,
1997,10,광진구,0.033,0.021,0.7,0.005,0,
1997,10,구로구,0.028,0.01,0.7,0.01,70,
1997,10,구로구2,0.031,0.015,0.5,0.007,0,
1997,10,길동,0,0,0,0,0,
1997,10,도봉구,0.033,0.024,0.8,0.015,63,
1997,10,동대문,0.049,0.008,2.5,0.017,72,
1997,10,동대문구,0.033,0.01,1,0.01,68,
1997,10,마포구,0.016,0.011,2.2,0.007,85,
1997,10,서대문구,0.037,0.017,0.9,0.007,0,
1997,10,서울역,0.04,0.01,1.6,0.012,55,
1997,10,서초구,0.04,0.011,0.8,0.006,44,
1997,10,성동구,0.022,0.017,0.9,0.01,0,
1997,10,성북구,0.026,0.015,1.7,0.011,0,
1997,10,송파구,0.034,0.013,1.2,0.001,45,
1997,10,송파구2,0.01,0.015,2,0.004,0,
1997,10,신사동,0.045,0.008,1.2,0.006,0,
1997,10,신촌,0.077,0.009,1.6,0.011,0,
1997,10,영등포,0.061,0,1.8,0,0,
1997,10,영등포구,0.014,0.014,0.9,0.01,0,
1997,10,용산구,0.041,0.012,0.9,0.006,0,
1997,10,은평구,0.02,0.018,1.1,0.009,59,
1997,10,중구,0.013,0.011,0.6,0.011,46,
1997,10,중랑구,0.019,0.014,1.9,0.006,71,
1997,10,청계천,0.073,0,1.5,0,0,
1997,10,청량리,0.079,0,1.5,0,0,
1997,9,강남구,0.028,0.017,1,0.013,0,
1997,9,강서구,0.034,0.016,0.6,0.003,37,
1997,9,관악구,0.019,0.023,0.6,0.004,0,
1997,9,광진구,0.027,0.018,0.6,0.003,0,
1997,9,구로구,0.02,0.011,0.6,0.006,49,
1997,9,구로구2,0.025,0.013,0.4,0.003,0,
1997,9,길동,0,0,0,0,0,
1997,9,도봉구,0.026,0.018,0.7,0.011,54,
1997,9,동대문,0.035,0.012,1.7,0.014,54,
1997,9,동대문구,0.032,0.008,1.6,0.005,58,
1997,9,마포구,0.022,0.012,2.4,0.005,59,
1997,9,서대문구,0.022,0.02,0.7,0.005,0,
1997,9,서울역,0.028,0.011,1.2,0.013,56,
1997,9,서초구,0.03,0.011,0.8,0.005,34,
1997,9,성동구,0.016,0.014,0.8,0.006,0,
1997,9,성북구,0.021,0.016,1.6,0.008,0,
1997,9,송파구,0.026,0.016,0.6,0.002,35,
1997,9,송파구2,0.009,0.01,1.6,0.006,0,
1997,9,신사동,0.044,0.008,1.2,0.005,0,
1997,9,신촌,0.058,0.008,1.4,0.009,0,
1997,9,영등포,0.06,0,1.5,0,0,
1997,9,영등포구,0.019,0.016,1,0.01,0,
1997,9,용산구,0.033,0.016,0.8,0.005,0,
1997,9,은평구,0.019,0.017,1.6,0.005,35,
1997,9,중구,0.025,0.01,0.6,0.005,33,
1997,9,중랑구,0.011,0.015,1.7,0.009,45,
1997,9,청계천,0.058,0,1.3,0,0,
1997,9,청량리,0.063,0,1.3,0,0,
1997,8,강남구,0.013,0.024,0.8,0.008,0,
1997,8,강서구,0.032,0.019,0.7,0.003,45,
1997,8,관악구,0.013,0.02,0.3,0.003,0,
1997,8,광진구,0.017,0.026,0.7,0.003,0,
1997,8,구로구,0.013,0.011,0.4,0.003,46,
1997,8,구로구2,0.016,0.014,0.5,0.004,0,
1997,8,길동,0,0,0,0,0,
1997,8,도봉구,0.021,0.026,0.7,0.006,53,
1997,8,동대문,0.016,0.014,2,0.012,57,
1997,8,동대문구,0.027,0.014,0.7,0.003,48,
1997,8,마포구,0.027,0.015,1.2,0.004,59,
1997,8,서대문구,0.02,0.024,0.8,0.004,0,
1997,8,서울역,0.038,0.011,1.4,0.011,70,
1997,8,서초구,0.024,0.016,0.7,0.006,42,
1997,8,성동구,0.01,0.02,0.9,0.006,0,
1997,8,성북구,0.02,0.014,1.9,0.009,0,
1997,8,송파구,0.024,0.023,0.4,0.002,42,
1997,8,송파구2,0.008,0.02,1.5,0.004,0,
1997,8,신사동,0.045,0.011,1.4,0.006,0,
1997,8,신촌,0.049,0.008,1.4,0.009,0,
1997,8,영등포,0.061,0,1.4,0,0,
1997,8,영등포구,0.023,0.019,0.8,0.01,0,
1997,8,용산구,0.024,0.024,0.8,0.004,0,
1997,8,은평구,0.013,0.022,0.8,0.004,49,
1997,8,중구,0.026,0.013,0.5,0.005,42,
1997,8,중랑구,0.011,0.019,1.2,0.006,52,
1997,8,청계천,0.049,0,1.3,0,0,
1997,8,청량리,0.048,0,1.3,0,0,
1997,7,강남구,0.025,0.041,3.4,0.015,9,
1997,7,강서구,0.038,0.018,0.8,0.003,61,
1997,7,관악구,0.017,0.024,0.3,0.005,0,
1997,7,광진구,0.028,0.03,0.8,0.005,0,
1997,7,구로구,0.027,0.014,0.6,0.008,86,
1997,7,구로구2,0.02,0.018,0.5,0.007,0,
1997,7,길동,0,0,0,0,0,
1997,7,도봉구,0.027,0.026,0.8,0.008,70,
1997,7,동대문,0.03,0.015,3.4,0.012,81,
1997,7,동대문구,0.036,0.014,0.9,0.004,56,
1997,7,마포구,0.031,0.014,1.5,0.004,71,
1997,7,서대문구,0.032,0.017,0.9,0.004,0,
1997,7,서울역,0.042,0.011,2.1,0.006,86,
1997,7,서초구,0.031,0.018,1,0.009,55,
1997,7,성동구,0.026,0.02,1,0.007,0,
1997,7,성북구,0.028,0.014,1.9,0.003,0,
1997,7,송파구,0.03,0.023,0.7,0.003,55,
1997,7,송파구2,0.014,0.021,2.7,0.008,1,
1997,7,신사동,0.056,0.011,1.6,0.007,0,
1997,7,신촌,0.048,0.011,1.7,0.01,0,
1997,7,영등포,0.071,0,2.1,0,0,
1997,7,영등포구,0.028,0.019,1,0.013,0,
1997,7,용산구,0.032,0.022,1.2,0.006,0,
1997,7,은평구,0.018,0.021,0.7,0.003,71,
1997,7,중구,0.034,0.014,0.7,0.005,60,
1997,7,중랑구,0.019,0.02,0.7,0.008,44,
1997,7,청계천,0.06,0,1.7,0,0,
1997,7,청량리,0.048,0,1.4,0,0,
1997,6,강남구,0,0,0,0,0,
1997,6,강서구,0.045,0.02,0.8,0.004,69,
1997,6,관악구,0.021,0.033,0.4,0.006,0,
1997,6,광진구,0.034,0.034,0.8,0.007,0,
1997,6,구로구,0.032,0.02,0.5,0.01,101,
1997,6,구로구2,0.032,0.025,0.6,0.004,0,
1997,6,길동,0,0,0,0,0,
1997,6,도봉구,0.039,0.027,0.8,0.013,84,
1997,6,동대문,0.036,0.014,3.4,0.015,88,
1997,6,동대문구,0.044,0.015,0.8,0.009,89,
1997,6,마포구,0.031,0.015,0.8,0.007,103,
1997,6,서대문구,0.038,0.019,0.9,0.005,0,
1997,6,서울역,0.052,0.016,1.6,0.011,100,
1997,6,서초구,0.04,0.025,1,0.011,64,
1997,6,성동구,0.044,0.025,1,0.009,0,
1997,6,성북구,0.039,0.023,1.1,0.022,0,
1997,6,송파구,0.038,0.028,0.3,0.004,58,
1997,6,송파구2,0,0,0,0,0,
1997,6,신사동,0.082,0.014,1.8,0.009,0,
1997,6,신촌,0.055,0.019,1.7,0.015,0,
1997,6,영등포,0.084,0,2.1,0,0,
1997,6,영등포구,0.033,0.025,1,0.02,0,
1997,6,용산구,0.044,0.023,0.9,0.009,0,
1997,6,은평구,0.021,0.027,0.8,0.006,59,
1997,6,중구,0.032,0.02,2.1,0.008,73,
1997,6,중랑구,0.023,0.025,0.6,0.011,63,
1997,6,청계천,0.088,0,1.7,0,0,
1997,6,청량리,0.056,0,1.3,0,0,
1997,5,강남구,0,0,0,0,0,
1997,5,강서구,0.041,0.016,0.7,0.006,58,
1997,5,관악구,0.013,0.031,0.5,0.005,0,
1997,5,광진구,0.035,0.029,0.7,0.006,0,
1997,5,구로구,0.031,0.018,0.6,0.009,54,
1997,5,구로구2,0.026,0.026,0.5,0.007,0,
1997,5,길동,0,0,0,0,0,
1997,5,도봉구,0.044,0.026,0.8,0.013,60,
1997,5,동대문,0.033,0.011,3.3,0.012,67,
1997,5,동대문구,0.042,0.014,0.9,0.011,67,
1997,5,마포구,0.037,0.014,0.5,0.009,74,
1997,5,서대문구,0.026,0.012,1.1,0.006,0,
1997,5,서울역,0.042,0.017,8.2,0.018,67,
1997,5,서초구,0.033,0.025,1.1,0.009,45,
1997,5,성동구,0.038,0.019,0.9,0.011,0,
1997,5,성북구,0.036,0.022,1.8,0.011,0,
1997,5,송파구,0.025,0.025,0.5,0.002,40,
1997,5,송파구2,0,0,0,0,0,
1997,5,신사동,0.079,0.012,1.9,0.007,0,
1997,5,신촌,0.078,0.007,1.5,0.013,0,
1997,5,영등포,0.083,0,1.8,0,0,
1997,5,영등포구,0.036,0.021,1.4,0.014,0,
1997,5,용산구,0.032,0.02,0.9,0.007,0,
1997,5,은평구,0.015,0.022,0.6,0.007,40,
1997,5,중구,0.028,0.016,0.7,0.008,47,
1997,5,중랑구,0.021,0.021,1.1,0.01,50,
1997,5,청계천,0.099,0,1.6,0,0,
1997,5,청량리,0.071,0,1.3,0,0,
1997,4,강남구,0,0,0,0,0,
1997,4,강서구,0.05,0.015,0.9,0.01,82,
1997,4,관악구,0.023,0.03,0.7,0.008,0,
1997,4,광진구,0.051,0.027,0.9,0.011,0,
1997,4,구로구,0.038,0.016,0.6,0.012,105,
1997,4,구로구2,0.032,0.02,0.7,0.014,0,
1997,4,길동,0,0,0,0,0,
1997,4,도봉구,0.044,0.016,1,0.016,0,
1997,4,동대문,0.039,0.011,2.6,0.015,102,
1997,4,동대문구,0.049,0.019,0.9,0.013,93,
1997,4,마포구,0.045,0.011,1.1,0.012,102,
1997,4,서대문구,0.038,0.013,1,0.01,0,
1997,4,서울역,0.056,0.023,12.2,0.021,0,
1997,4,서초구,0.036,0.023,0.8,0.015,0,
1997,4,성동구,0.047,0.019,1,0.017,0,
1997,4,성북구,0.039,0.029,1.8,0.02,0,
1997,4,송파구,0.058,0.025,0.6,0.006,0,
1997,4,송파구2,0,0,0,0,0,
1997,4,신사동,0.091,0.017,1.9,0.011,0,
1997,4,신촌,0.071,0.015,1.6,0.018,0,
1997,4,영등포,0.114,0,1.6,0,0,
1997,4,영등포구,0.048,0.02,1.3,0.018,0,
1997,4,용산구,0.044,0.019,1.1,0.013,0,
1997,4,은평구,0.024,0.022,0.8,0.007,72,
1997,4,중구,0.032,0.019,1.8,0.012,68,
1997,4,중랑구,0.018,0.023,1.1,0.012,73,
1997,4,청계천,0.089,0,1.7,0,0,
1997,4,청량리,0.08,0.012,1.3,0.018,0,
1997,3,강남구,0.019,0.02,1.2,0.009,0,
1997,3,강서구,0.051,0.017,1,0.011,70,
1997,3,관악구,0.023,0.024,0.9,0.008,0,
1997,3,광진구,0.039,0.023,0.9,0.013,0,
1997,3,구로구,0.039,0.01,0.7,0.01,93,
1997,3,구로구2,0.037,0.014,0.9,0.014,0,
1997,3,길동,0,0,0,0,0,
1997,3,도봉구,0.053,0.02,1,0.018,97,
1997,3,동대문,0,0,0,0,0,
1997,3,동대문구,0.048,0.013,1.2,0.015,97,
1997,3,마포구,0.041,0.007,2.2,0.012,98,
1997,3,서대문구,0.038,0.02,0.9,0.012,0,
1997,3,서울역,0,0,0,0,0,
1997,3,서초구,0.037,0.02,0.8,0.015,87,
1997,3,성동구,0.045,0.014,1.1,0.019,0,
1997,3,성북구,0.044,0.027,3.3,0.02,0,
1997,3,송파구,0.043,0.016,0.7,0.009,64,
1997,3,송파구2,0,0,0,0,0,
1997,3,신사동,0.09,0.013,2.3,0.012,0,
1997,3,신촌,0.06,0.008,2.1,0.018,0,
1997,3,영등포,0.088,0,1.7,0,0,
1997,3,영등포구,0.047,0.016,2.1,0.026,0,
1997,3,용산구,0.043,0.014,0.9,0.013,0,
1997,3,은평구,0.025,0.018,1.7,0.007,63,
1997,3,중구,0.026,0.014,1.6,0.013,67,
1997,3,중랑구,0.015,0.011,2.1,0.011,84,
1997,3,청계천,0.106,0,1.7,0,0,
1997,3,청량리,0.057,0,1.4,0,0,
1997,2,강남구,0.026,0.013,2.4,0.016,0,
1997,2,강서구,0.051,0.013,1.2,0.012,60,
1997,2,관악구,0.028,0.017,1.5,0.011,0,
1997,2,광진구,0.044,0.02,1.1,0.016,0,
1997,2,구로구,0.045,0.007,1,0.011,107,
1997,2,구로구2,0.04,0.005,1.1,0.014,0,
1997,2,길동,0,0,0,0,0,
1997,2,도봉구,0.054,0.016,1.3,0.023,96,
1997,2,동대문,0,0,0,0,0,
1997,2,동대문구,0.048,0.012,1.1,0.018,93,
1997,2,마포구,0.039,0.005,1.8,0.014,97,
1997,2,서대문구,0.041,0.013,1.1,0.016,0,
1997,2,서초구,0.041,0.016,1,0.016,85,
1997,2,성동구,0.045,0.01,1.5,0.018,0,
1997,2,성북구,0.03,0.01,2.4,0.031,0,
1997,2,송파구,0.055,0.016,1.2,0.013,70,
1997,2,송파구2,0,0,0,0,0,
1997,2,신사동,0.093,0.011,4,0.015,0,
1997,2,신촌,0.079,0.007,3.1,0.022,0,
1997,2,영등포,0.088,0,2.3,0,0,
1997,2,영등포구,0.05,0.012,1.9,0.033,0,
1997,2,용산구,0.044,0.011,1.3,0.018,0,
1997,2,은평구,0.029,0.014,2,0.01,61,
1997,2,중구,0.041,0.012,1,0.016,69,
1997,2,중랑구,0.032,0.012,2.7,0.013,83,
1997,2,청계천,0.096,0,2,0,0,
1997,2,청량리,0.05,0,1.7,0,0,
1997,1,강남구,0.025,0.009,2.7,0.013,0,
1997,1,강서구,0.049,0.011,1.3,0.013,61,
1997,1,관악구,0.025,0.014,1.4,0.012,0,
1997,1,광진구,0.041,0.019,1.1,0.016,0,
1997,1,구로구,0.036,0.006,1,0.011,112,
1997,1,구로구2,0.033,0.003,1.2,0.011,0,
1997,1,길동,0,0,0,0,0,
1997,1,도봉구,0.05,0.013,1.3,0.022,102,
1997,1,동대문,0,0,0,0,0,
1997,1,동대문구,0.047,0.01,2.4,0.017,90,
1997,1,마포구,0.045,0.004,2.1,0.029,107,
1997,1,서대문구,0.035,0.008,1.5,0.019,0,
1997,1,서초구,0.036,0.008,0.9,0.013,86,
1997,1,성동구,0.043,0.008,1.6,0.016,0,
1997,1,성북구,0.051,0.008,1.8,0.037,0,
1997,1,송파구,0.056,0.008,1.3,0.015,71,
1997,1,송파구2,0,0,0,0,0,
1997,1,신사동,0.086,0.007,3.9,0.016,0,
1997,1,신촌,0.077,0.006,2.7,0.022,0,
1997,1,영등포,0.082,0,2.7,0,0,
1997,1,영등포구,0.052,0.011,1.6,0.029,0,
1997,1,용산구,0.047,0.005,1.6,0.015,0,
1997,1,은평구,0.024,0.01,1.9,0.011,66,
1997,1,중구,0.041,0.01,0.9,0.019,66,
1997,1,중랑구,0.042,0.008,1.8,0.017,86,
1997,1,청계천,0.084,0,2.5,0,0,
1997,1,청량리,0.056,0,1.8,0,0,
1996,12,강남구,0.024,0.007,1.8,0.01,0,
1996,12,강서구,0.054,0.007,1.5,0.016,67,
1996,12,관악구,0.014,0.012,1.4,0.012,0,
1996,12,광진구,0.04,0.013,1.1,0.014,0,
1996,12,구로구,0.046,0.001,1.3,0.007,0,
1996,12,구로구2,0.036,0.004,1.4,0.016,0,
1996,12,길동,0,0,0,0,0,
1996,12,도봉구,0.057,0.009,1.7,0.024,119,
1996,12,동대문,0.024,0.009,2.8,0.038,106,
1996,12,동대문구,0.048,0.007,1.6,0.022,112,
1996,12,마포구,0.045,0.005,2.1,0.02,121,
1996,12,서대문구,0.038,0.007,1.8,0.021,0,
1996,12,서초구,0.026,0.004,1.2,0.011,100,
1996,12,성동구,0.044,0.005,1.8,0.017,0,
1996,12,성북구,0.045,0.008,2.4,0.035,0,
1996,12,송파구,0.051,0.006,1.4,0.014,74,
1996,12,송파구2,0,0,0,0,0,
1996,12,신사동,0.09,0.004,4,0.016,0,
1996,12,신촌,0.093,0.004,2.9,0.025,0,
1996,12,영등포,0.085,0,3.4,0,0,
1996,12,영등포구,0.059,0.01,1.8,0.035,0,
1996,12,용산구,0.044,0.005,2.3,0.016,0,
1996,12,은평구,0.016,0.007,1.7,0.01,72,
1996,12,중구,0.051,0.006,1.4,0.02,87,
1996,12,중랑구,0.046,0.008,1.9,0.015,102,
1996,12,청계천,0.084,0,3,0,0,
1996,12,청량리,0.051,0,2,0,0,
1996,11,강남구,0.021,0.009,0.5,0.006,0,
1996,11,강서구,0.045,0.008,1.2,0.008,55,
1996,11,관악구,0.017,0.012,0.9,0.007,0,
1996,11,광진구,0.033,0.017,0.8,0.007,0,
1996,11,구로구,0.037,0.003,1,0.011,71,
1996,11,구로구2,0.035,0.007,1,0.007,0,
1996,11,길동,0,0,0,0,0,
1996,11,도봉구,0.04,0.011,1.1,0.015,68,
1996,11,동대문,0.025,0.006,4.3,0.016,92,
1996,11,동대문구,0.04,0.008,2.1,0.014,85,
1996,11,마포구,0.038,0.006,2.2,0.013,85,
1996,11,서대문구,0.032,0.008,1.4,0.01,0,
1996,11,서초구,0.035,0.004,0.7,0.008,66,
1996,11,성동구,0.037,0.006,1.3,0.012,0,
1996,11,성북구,0.024,0.01,1.4,0.025,0,
1996,11,송파구,0.047,0.007,0.9,0.007,39,
1996,11,송파구2,0,0,0,0,0,
1996,11,신사동,0.082,0.005,3.2,0.01,0,
1996,11,신촌,0.079,0.005,2.5,0.017,0,
1996,11,영등포,0.076,0,3,0,0,
1996,11,영등포구,0.055,0.008,1.5,0.023,0,
1996,11,용산구,0.036,0.007,1.1,0.01,0,
1996,11,은평구,0.02,0.01,2.8,0.007,46,
1996,11,중구,0.015,0.007,1.2,0.011,59,
1996,11,중랑구,0.027,0.009,1,0.008,81,
1996,11,청계천,0.081,0,2.4,0,0,
1996,11,청량리,0.042,0,1.7,0,0,
1996,10,강남구,0.023,0.012,1.8,0.018,0,
1996,10,강서구,0.048,0.012,1,0.007,68,
1996,10,관악구,0.01,0.02,0.8,0.012,0,
1996,10,광진구,0.035,0.019,0.8,0.007,0,
1996,10,구로구,0.037,0.003,1,0.008,72,
1996,10,구로구2,0.037,0.01,0.9,0.006,0,
1996,10,길동,0,0,0,0,0,
1996,10,도봉구,0.044,0.013,1.1,0.017,70,
1996,10,동대문,0.029,0.008,2.7,0.016,87,
1996,10,동대문구,0.039,0.008,1.5,0.013,77,
1996,10,마포구,0.039,0.012,2,0.014,95,
1996,10,서대문구,0.036,0.012,1.2,0.009,0,
1996,10,서초구,0.04,0.008,1.1,0.009,66,
1996,10,성동구,0.043,0.009,1.3,0.012,0,
1996,10,성북구,0.032,0.012,1.5,0.022,0,
1996,10,송파구,0.041,0.011,0.9,0.005,65,
1996,10,송파구2,0,0,0,0,0,
1996,10,신사동,0.089,0.006,3.3,0.009,0,
1996,10,신촌,0.1,0.004,2.4,0.017,0,
1996,10,영등포,0.079,0,3.2,0,0,
1996,10,영등포구,0.044,0.011,1.8,0.021,0,
1996,10,용산구,0.037,0.008,1,0.01,0,
1996,10,은평구,0.02,0.014,2.2,0.007,41,
1996,10,중구,0.022,0.008,1.1,0.009,59,
1996,10,중랑구,0.043,0.012,1.2,0.009,80,
1996,10,청계천,0.081,0,2.2,0,0,
1996,10,청량리,0.052,0,0,0,0,
1996,9,강남구,0.018,0.019,1.3,0.006,0,
1996,9,강서구,0.044,0.017,0.8,0.005,63,
1996,9,관악구,0.01,0.03,0.5,0.012,0,
1996,9,광진구,0.032,0.022,0.7,0.006,0,
1996,9,구로구,0.037,0.009,0.8,0.012,81,
1996,9,구로구2,0.034,0.014,0.8,0.009,0,
1996,9,길동,0,0,0,0,0,
1996,9,도봉구,0.041,0.022,0.8,0.013,66,
1996,9,동대문,0.03,0.014,4.2,0.009,82,
1996,9,동대문구,0.043,0.03,1.3,0.009,90,
1996,9,마포구,0.027,0.017,1.9,0.017,38,
1996,9,서대문구,0.035,0.018,0.9,0.007,0,
1996,9,서초구,0.035,0.016,0.7,0.009,74,
1996,9,성동구,0.039,0.018,1.1,0.01,0,
1996,9,성북구,0.038,0.019,0.9,0.015,0,
1996,9,송파구,0.031,0.022,0.8,0.005,66,
1996,9,송파구2,0,0,0,0,0,
1996,9,신사동,0.078,0.014,2.6,0.008,0,
1996,9,신촌,0.109,0.008,2.1,0.013,0,
1996,9,영등포,0.077,0,2.8,0,0,
1996,9,영등포구,0.008,0.016,1.5,0.02,0,
1996,9,용산구,0.039,0.02,0.9,0.008,0,
1996,9,은평구,0.022,0.024,2.8,0.004,53,
1996,9,중구,0.032,0.014,3.5,0.008,63,
1996,9,중랑구,0.047,0.019,1.1,0.013,74,
1996,9,청계천,0.09,0,1.9,0,0,
1996,9,청량리,0.052,0,1.1,0,0,
1996,8,강남구,0.017,0.024,1.3,0.008,0,
1996,8,강서구,0.038,0.019,1,0.004,47,
1996,8,관악구,0.029,0.027,0.4,0.007,0,
1996,8,광진구,0.024,0.028,0.7,0.004,0,
1996,8,구로구,0.03,0.016,1,0.009,56,
1996,8,구로구2,0.027,0.016,0.8,0.008,0,
1996,8,길동,0,0,0,0,0,
1996,8,도봉구,0.031,0.028,0.9,0.007,61,
1996,8,동대문,0,0.004,0.1,0.003,16,
1996,8,동대문구,0.03,0.02,1.3,0.011,84,
1996,8,마포구,0.033,0.021,1.9,0.008,29,
1996,8,서대문구,0.024,0.021,1,0.009,0,
1996,8,서초구,0.032,0.017,0.9,0.006,70,
1996,8,성동구,0.03,0.022,1.2,0.008,0,
1996,8,성북구,0.023,0.021,1,0.008,0,
1996,8,송파구,0.024,0.027,0.7,0.004,59,
1996,8,송파구2,0.042,0.024,1.1,0.011,0,
1996,8,신사동,0.073,0.017,2.7,0.019,0,
1996,8,신촌,0.078,0.011,2.1,0.01,0,
1996,8,영등포,0.055,0,2.5,0,0,
1996,8,영등포구,0.01,0.016,1.4,0.017,0,
1996,8,용산구,0.027,0.021,0.9,0.005,0,
1996,8,은평구,0.022,0.027,1.1,0.004,45,
1996,8,중구,0.042,0.014,1.4,0.01,52,
1996,8,중랑구,0.036,0.022,0.9,0.009,48,
1996,8,청계천,0.089,0,1.8,0,0,
1996,8,청량리,0.05,0,1.5,0,0,
1996,7,강남구,0.018,0.016,1.5,0.01,0,
1996,7,강서구,0.031,0.013,0.8,0.003,39,
1996,7,관악구,0.009,0.022,0.3,0.007,0,
1996,7,광진구,0.021,0.021,0.5,0.004,0,
1996,7,구로구,0.024,0.012,0.8,0.007,41,
1996,7,구로구2,0.025,0.013,0.6,0.007,0,
1996,7,길동,0,0,0,0,0,
1996,7,도봉구,0.031,0.022,0.6,0.009,55,
1996,7,동대문구,0.032,0.012,0.8,0.007,70,
1996,7,마포구,0.025,0.013,1.9,0.007,31,
1996,7,서대문구,0.024,0.014,0.8,0.004,0,
1996,7,서초구,0.025,0.014,0.6,0.004,67,
1996,7,성동구,0.027,0.015,1,0.008,0,
1996,7,성북구,0.021,0.015,1,0.006,0,
1996,7,송파구,0.021,0.02,0.6,0.003,47,
1996,7,송파구2,0.035,0.016,0.9,0.009,0,
1996,7,신사동,0.047,0.008,2.5,0.009,0,
1996,7,신촌,0.079,0.015,1.7,0.008,0,
1996,7,영등포,0.063,0,2.6,0,0,
1996,7,영등포구,0.012,0.014,1.8,0.016,0,
1996,7,용산구,0.025,0.021,1.4,0.006,0,
1996,7,은평구,0.013,0.019,0.4,0.004,44,
1996,7,중구,0.033,0.01,2.1,0.009,47,
1996,7,중랑구,0.03,0.019,0.5,0.008,50,
1996,7,청계천,0.094,0,1.9,0,0,
1996,7,청량리,0.037,0,1.3,0,0,
1996,6,강남구,0.019,0.015,0.9,0.009,0,
1996,6,강서구,0.039,0.019,0.8,0.004,87,
1996,6,관악구,0.006,0.031,0.2,0.008,0,
1996,6,광진구,0.033,0.029,0.7,0.007,0,
1996,6,구로구,0.03,0.019,0.6,0.005,52,
1996,6,구로구2,0.027,0.02,0.7,0.007,0,
1996,6,길동,0,0,0,0,0,
1996,6,도봉구,0.041,0.031,0.9,0.009,95,
1996,6,동대문구,0.04,0.017,0.9,0.009,103,
1996,6,마포구,0.021,0.014,0.6,0.011,34,
1996,6,서대문구,0.029,0.016,0.8,0.006,0,
1996,6,서초구,0.035,0.022,0.7,0.007,110,
1996,6,성동구,0.036,0.022,1,0.011,0,
1996,6,성북구,0.021,0.02,1.2,0.015,0,
1996,6,송파구,0.032,0.026,0.7,0.003,71,
1996,6,송파구2,0.045,0.022,1,0.015,0,
1996,6,신사동,0.054,0.011,2.3,0.012,0,
1996,6,신촌,0.079,0.012,1.9,0.01,0,
1996,6,영등포,0.073,0,2.7,0,0,
1996,6,영등포구,0.018,0.022,1.8,0.018,0,
1996,6,용산구,0.037,0.019,2.1,0.008,0,
1996,6,은평구,0.021,0.026,0.7,0.007,76,
